predicted gender,sentence text,profession,gender,stereotype,predicted gender,predicted mentions,Prediction
Male,"In fact , there 's a Swedish story in which a farmer and his wife enter their barn an early morning and find the little grey old man brushing the floor .",farmer,his,1,Swedish,"[Swedish, his]",False
Male,"In fact , there 's a Swedish story in which a farmer and his wife enter their barn an early morning and find the little grey old man brushing the floor .",farmer,his,1,a farmer and his wife,"[a farmer and his wife, their]",False
Male,"Down came the painter and his pots ; the ladder broke several windows in falling , and the pots fell upon the ladies , who were painted from top to toe .",painter,his,1,Down,"[Down, his]",False
Male,"Down came the painter and his pots ; the ladder broke several windows in falling , and the pots fell upon the ladies , who were painted from top to toe .",painter,his,1,his pots,"[his pots, the pots]",False
Male,"Outside , the drug dealer and his duplicate get into a violent confrontation , and David watches as one of them murders the other .",dealer,his,1,the drug dealer and his duplicate,"[the drug dealer and his duplicate, his, them]",True
Male,"During his 26 years of service with the police department , he began as a patrol officer and upon his retirement was the Deputy Police Chief .",officer,his,1,his,"[his, he, his]",False
Male,"We have identified by the first time in a young patient and his only sister a familiar genetic defect of an enzyme called ACOX2 , which participates in the transformation of cholesterol into bile acids as a cause of increased serum transaminases in the absence of any other symptomatology .",patient,his,0,a young patient,"[a young patient, his]",True
Male,Clinton had misjudged the nature of the Pennsylvanians ' mutiny â€” the sentries seized both the agent and his guide .,agent,his,-1,Clinton,"[Clinton, his]",False
Male,"Sanger sequencing was performed for the patient and his relatives , including the parents .",patient,his,0,Sanger sequencing,"[Sanger sequencing, his]",False
Female,"Seated on the deck , the chief of the Woman 's Department and her fellow - workers watched the arrival of the high dignitaries of the State and city , escorted by members of the military , and by two bands of music ; one , the famous Mexican Band .",chief,her,-1,the Woman,"[the Woman, her]",False
Female,"This short memoir conveys a special relationship between a nurse and her patient , a 13-year-old girl who had a liver transplant .",nurse,her,1,This short memoir,"[This short memoir, her]",False
Female,"During 2006â€“2007 Meilin performed in over 60 shows , both as a solo artist and with her sister Suelin .",artist,her,-1,Meilin,"[Meilin, her]",False
Male,"In his last publication , Boime details his encounter with the artist , Kamran Khavarani , and his paintings .",artist,his,1,his,"[his, his, his]",False
Female,Achieving this goal requires an understanding of the natural history of breast cancer and of the patient and her needs .,patient,her,0,breast cancer,"[breast cancer, her]",False
Female,Bone marrow analysis in this child and her two brothers ( 11 and 6.5 years old ) revealed Gaucher cells .,child,her,-1,this child,"[this child, her]",True
Male,Elodie / Ella was born in 1848 to an army doctor and his wife .,doctor,his,1,Elodie / Ella,"[Elodie / Ella, his]",False
Male,"Meanwhile , Delia , a woman who Charles hired to be Lydia 's life coach and his secret lover , tells Lydia how everything happens for a reason , but fails to get her in a positive state of mind ( "" No Reason "" ) .",coach,his,1,Lydia,"[Lydia, her]",False
Male,"The surgeon stands in between the thighs , where he faces the chest and can operate on the breasts .",surgeon,he,1,The surgeon,"[The surgeon, he]",True
Male,"In the first case , the patient was ambulatory with a slight limp and lateral knee pain that he rated as 3 out of 10 .",patient,he,0,the patient,"[the patient, he]",True
Male,""" Prescription "" in this sense includes the physician 's attitude ( as the patient sees it ) and subtleties in the way he fits his instructions to the kind of patient he is dealing with .",patient,he,0,he,"[he, his, he]",False
Male,"On 24 October 2014 , the first Ebola virus infection was reported in New York City , in a physician who returned from Africa , where he treated patients with the infection ( 14 ) .",physician,he,1,the first Ebola virus infection,"[the first Ebola virus infection, he]",False
Male,"As illustrated in this report , these procedures helped the patient move from a state of having no complex ideas about himself or others , to one in which he could begin to develop integrated and realistic ideas about himself and others and use that capacity to think about life challenges .",patient,he,0,himself,"[himself, he, himself]",False
Male,"In addition , the dentist should include in the work authorization order to the dental laboratory the type of alloy he wants for a particular patient .",dentist,he,1,the dentist,"[the dentist, he]",True
Male,"Your friend Brutus has among his intimates certain creditors of the people of Salamis in Cyprus , M. Scaptius and P. Matinius , whom he has recommended to me with more than common earnestness .",friend,he,0,Your friend Brutus,"[Your friend Brutus, his, he]",False
Male,The disadvantage of not keeping track of the literature by a personal filing system is that the author regularly forgets about papers and books he already has ; the advantage is that no time is spent keeping a personal filing system .,author,he,-1,the author,"[the author, he]",True
Female,Patient did well for the first six months after surgery when she began to present dyspnea on light exertion .,patient,she,0,Patient,"[Patient, she]",True
Female,"Although the patient needs careful monitoring following the surgery , to date she has been disease free for 12 months .",patient,she,0,the patient,"[the patient, she]",True
Female,A 23 year old female patient developed postoperative progressive gangrene twice after surgical treatment when she was nine and twenty-three years old .,patient,she,0,A 23 year old female patient,"[A 23 year old female patient, she]",True
Male,"In his text about the Woman as creator , Bruno Taut firmly expresses his contrariety in drawing floor plans so that "" a living room is meant for living , and sleeping cabins for sleeping-and for nothing else â€¦ Rather in the manner of an engineer who regards the standard family with three children as an undertaking for which he is constructing the machines and the factory "" ( Taut 1924 ) .",engineer,he,1,Bruno Taut,"[Bruno Taut, his]",False
Male,"In 2011 , an Associate Professor of English at The University of Lagos , Christopher Anyokwu , wrote an article on "" Niyi Osundare 's Poetry and the Yoruba World View "" , where he analysed the use of Indigenous Yoruba concepts found in Niyi Osundare 's texts .",professor,he,1,"an Associate Professor of English at The University of Lagos , Christopher Anyokwu","[an Associate Professor of English at The University of Lagos , Christopher Anyokwu, he]",True
Male,"In May â€“ June 2012 , the dairy producer from MoÈ™na , one of the leaders of the ecological farming movement in Romania , gathered tens of meters of cable on land he owns , all assembled by employees of the company that makes prospections in the region .",producer,he,1,â€,"[â€, he]",False
Male,Why should a gas station attendant pay a greater share than the oil company he works for ?,attendant,he,0,a gas station attendant,"[a gas station attendant, he]",True
Female,"During her testimony , that lasted five hours , the journalist described also photographs of sixteen bodies that she had received anonymously in that year .",journalist,she,1,her,"[her, she]",False
Male,Patient mobility is increased when the patient is taught purposeful activities and to concentrate on the way he walks .,patient,he,0,the patient,"[the patient, he]",True
Male,"Giulio Borgarucci was a physician , who became a Calvinist and emigrated to England where he treated many noblemen and friends of Queen Elisabeth I. He was present at a conversation between the Italian writer and traveler Pietro Bizzari and the Venetian jeweler who witnessed Vesalius ' death in Zakynthos .",physician,he,1,Giulio Borgarucci,"[Giulio Borgarucci, he, He]",False
