,Unnamed: 0,predicted gender,correct,sentence_text,profession,g,g_first_index,profession_first_index,stereotype,corpus,data_index,distance,num_of_pronouns
82,8039,Female,1,"American recording artist Kelly Rowland has embarked on 17 concert tours during her career , ten of which with Destiny 's Child ( three as a main act , one as a collabarative act , and six as an opening act ) , and seven of which as a solo artist ( two of her own , one as a co - headlining act , three as a collaborative act and one as an opening act ) .",artist,her,12,2,-1,wikipedia,15,10,2
83,278,Male,1,"Singer / songwriter Sufjan Stevens wrote a song about Pittsfield on his album "" "" .",singer,his,11,0,1,wikipedia,15,11,1
85,62832,Male,1,"The singer - businessman died peacefully at his home there on Sunday , June 13 , 2010 , according to his widow .",singer,his,20,1,1,wikipedia,15,19,2
86,25881,Male,1,"After his goalscoring debut , Barcelona manager Luis Enrique praised Munir as a player whose effort in training matches that on the pitch , but warned against getting carried away with his performance .",manager,his,1,6,1,wikipedia,15,5,2
87,33765,Male,1,"During his acceptance of the Academy Award ceremonies on April 8 , 1975 , co - producer Bert Schneider said , "" It 's ironic that we 're here at a time just before Vietnam is about to be liberated "" and then read a telegram containing "" Greetings of Friendship to all American People "" from Ambassador Dinh Ba Thi of the Provisional Revolutionary Government ( Viet Cong ) delegation to the Paris Peace Accords .",producer,his,1,16,1,wikipedia,15,15,1
88,24076,Male,1,"Los Angeles Daily News "" editor Phil Rosenthal criticized Harbert for his comments , describing Dan as the emotional anchor of the series .",editor,his,11,5,1,wikipedia,15,6,1
89,32121,Male,1,"Having seen him on stage , film director Vimukthi Jayasundara cast Thusitha in his film "" Ahasin Watei "" .",director,his,13,7,1,wikipedia,15,6,1
90,46944,Male,1,"In the band 's "" iTunes Originals "" , Page recalls a "" Maroon""-era interview in which bassist Jim Creeggan cited this as his favourite song of theirs , which sparked a realization in Page "" that the song means so much to so many people , and has become a part of people 's memories of a certain time in their lives "" .",bassist,his,23,17,1,wikipedia,15,6,1
91,32471,Male,1,Evolutionary biologist Richard Lenski of Michigan State University has used Avida extensively in his work .,biologist,his,13,1,1,wikipedia,15,12,1
92,79,Male,1,"In his brief introduction to the play , editor H. Harvey Wood even declares that â€œ [ Marston â€™s ] style in "" Sophonisba "" is almost grotesquely strained and inflated in an attempt to match the dignity of the subject and the import of the occasion â€",editor,his,1,8,1,wikipedia,15,7,1
93,22662,Female,1,"Director Christine Yoo reportedly cast Kang after her distinctly Korean beauty in "" Oldboy "" and "" Welcome to Dongmakgol "" grabbed Yoo 's attention .",director,her,7,0,-1,wikipedia,15,7,1
94,63644,Male,1,"A number of authors have noted that the Colonels ' virtuoso guitarist Clarence White permanently expanded the language of bluegrass guitar with his flatpicking style on "" Appalachian Swing ! """,guitarist,his,22,11,1,wikipedia,15,11,1
95,8738,Male,1,The social reporter Henry Mayhew refers to it in his writings of the 1840s and 1850s .,reporter,his,9,2,1,wikipedia,15,7,1
96,34173,Male,1,"Band manager Walsh picked "" Why Here Why Now "" as his favorite track off the album .",manager,his,11,1,1,wikipedia,15,10,1
97,65660,Male,1,"American country music singer Alan Jackson recorded the song for his album , "" A Lot About Livin ' ( And a Little ' Bout Love ) "" .",singer,his,10,3,1,wikipedia,15,7,1
98,12671,Female,1,Children 's novel writer Butterfly Wong ( Maggie Shiu ) is unsuccessful in her career and relationship .,writer,her,13,3,1,wikipedia,15,10,1
99,43153,Male,1,"In February 1926 , colonial officer Eric Dutton passed through Nairobi on his way to Mount Kenya , and said of the city :",officer,his,12,5,1,wikipedia,15,7,1
102,38723,Male,1,Housman was an emotionally withdrawn man whose closest friend and lifelong unrequited love Moses Jackson had been his roommate when he was at Oxford in 187782 .,friend,he,20,8,0,wikipedia,16,12,2
105,149293,Male,1,"The author wrote the novel , his first , while he was still a working member of the Los Angeles Police Department .",author,he,10,1,-1,wikipedia,16,9,2
106,100318,Male,1,"There were also reports of journalists being targeted by police , and a Russian journalist "" beaten and detained by suspected Turkish intelligence services , as he was taking pictures of empty police cars on Taksim Square "" . """,journalist,he,26,14,-1,wikipedia,16,12,1
107,56498,Female,1,"As she and Lockwood are leaving for America , a Russian agent runs up , offering her the $ 100,000 check .",agent,she,1,11,1,wikipedia,16,10,2
108,131149,Male,1,"The Appellate Division ruled that "" a person has the same right to use force in the defence of another from a threatened danger , as he would have to defend himself , if he were the person threatened . """,person,he,26,7,-1,wikipedia,16,19,3
109,146856,Female,1,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him .",baker,she,15,6,1,wikipedia,16,9,1
113,124510,Male,1,"As he travels from Hampton , New York on a Cessna 406 bush plane to visit his father in the oil fields in Northern Canada for the summer , the pilot suffers a massive heart attack and dies .",pilot,he,1,30,1,wikipedia,16,29,2
115,146412,Male,1,The editor of the newspaper connected Yagublu 's arrest as he was the only reporter who had travelled to Shulaver village in Georgia and interviewed Mardun Gumashyan whom the authorities of Azerbaijan had accused of organizing a terrorist act .,editor,he,10,1,1,wikipedia,16,9,1
116,53751,Male,1,"At the ceremony , the outgoing Entertainer of the Year , Charlie Rich , presented the award to his successor after he set fire to the envelope containing the official notification of the award .",entertainer,he,21,6,1,wikipedia,16,15,2
117,15377,Female,1,"Meanwhile , a nurse called Marium takes care of Jamal because she is in love with him .",nurse,she,11,3,1,wikipedia,16,8,1
118,108703,Male,1,"In the song , the singer sings about how , if he were to lose everything he had and had to start again from scratch , he would do it in the United States because he believes his freedom is guaranteed in America .",singer,he,35,5,1,wikipedia,16,30,5
120,66072,Male,1,"The bartender asks if he can take a sip ; after doing so , he freezes like a statue .",bartender,he,4,1,-1,wikipedia,16,3,2
121,163093,Male,1,Local tradition says that a chief created it when he found his way was blocked by a huge swamp .,chief,he,9,5,1,wikipedia,16,4,2
122,75522,Male,1,"Diab 's lawyer , Donald Bayne , criticized the internal review , saying the justice department lawyer conducting the internal review was in a conflict of interest because he had played a role in the extradition .",lawyer,he,28,16,1,wikipedia,16,12,1
123,38574,Male,1,"When he was 90 years old , a person asked him why he was still taking photographs .",person,he,12,8,-1,wikipedia,16,4,2
124,5545,Male,1,"She met her first husband , former FBI agent turned attorney Paul Raven , after he helped her sister get acquitted on a murder charge .",agent,he,15,8,-1,wikipedia,16,7,4
126,21438,Male,1,"A "" spiritually dead "" person may mean someone who is not spiritual ( materialist , atheist ) â€“ one who identifies himself with dead matter , though he is a living conscious being .",person,he,28,5,-1,wikipedia,16,23,2
127,119732,Male,1,"The developer of taido created these team sports to supplement the single ones , since he wanted to emphasize interactivity and sociability amongst the practitioners .",developer,he,15,1,1,wikipedia,16,14,1
128,66729,Male,1,The author claims he came up with the name Up Yours ! because he wanted to hear Dan Rather say it on national television .,author,he,13,1,-1,wikipedia,16,12,2
131,7835,Male,1,"The Second Battalion 's commanding officer , Lieutenant Colonel Chandler Johnson , set the tone for the morning as he deployed his tired troops forward : "" It 's going to be a hell of a day in a hell of a place to fight the damned war ! """,officer,he,19,5,1,wikipedia,16,14,2
132,5052,Male,1,"A noted director , Aravindan , was famous in Kerala as a cartoonist before he started making films .",director,he,14,2,1,wikipedia,16,12,1
133,36760,Male,1,"Bernie Madoff â€™s lawyer had asked the government to allow his wife to keep $ 70 million in assets that were in her name , as he forfeited all rights to assets totaling $ 170 million .",lawyer,he,26,3,1,wikipedia,16,23,3
134,143068,Male,1,"When he approached GoiÃ¢nia , the pilot made two acrobatic maneuvers ( a "" tonneau "" and a bolt ) that were witnessed by a Mirage III fighter .",pilot,he,1,6,1,wikipedia,16,5,1
136,83169,Female,1,"In March 2011 a former OXILP student who had failed its LPC course lost a bid for damages at the High Court for what she claimed had been "" clearly negligent "" tuition .",student,she,24,6,1,wikipedia,16,18,1
137,75511,Male,1,"A student of Japanese martial arts since 1968 , when he began studying YagyÅ« Shinkage - ryÅ« kenjutsu under Ryokichi Kotaro of the Nara Prefecture of Japan , he has also studied ShintÅ MusÅ - ryÅ« , as well as karate , aikido , and Kodokan judo .",student,he,10,1,-1,wikipedia,16,9,2
138,77831,Male,1,"During the Prothesis ( Liturgy of Preparation , at which the wine and bread are prepared on the Table of Oblation ) , the priest will bless each prosphoron as he takes it up to remove particles and place them on the diskos ( paten ) .",priest,he,30,24,1,wikipedia,16,6,1
139,129161,Male,1,"If the parents were financially able , the child went even before he learned to read or write if the opportunity was present .",child,he,12,8,1,wikipedia,16,4,1
140,158127,Male,1,"One such specialist was Santos Costa , who became Under - Secretary of State ( deputy Minister ) of War in 1936 , even though he still only held the junior rank of captain in the Army .",specialist,he,25,2,-1,wikipedia,16,23,1
141,79124,Female,1,Her peasant guide fills in the family background before she completes her journey by coach .,guide,she,9,2,-1,wikipedia,16,7,3
142,124003,Male,1,"The captain of the team was Michael Rasmussen , who won the climbers jersey at the 2005 and 2006 Tour de France , until he ended his career in early 2013 .",captain,he,24,1,1,wikipedia,16,23,2
143,20506,Male,1,"He also noted that similarly "" a person , electrified by connection to a high - voltage generator , would not bleed normally if he were to cut himself ; blood would spray from the wound "" .",person,he,24,7,-1,wikipedia,16,17,2
144,149866,Female,1,"On 2 November 2017 Audiencia Nacional judge Carmen Lamela remanded in custody Junqueras and seven other Catalan ministers ( Dolors Bassa , Meritxell BorrÃ s , Joaquim Forn , Carles MundÃ³ , RaÃ¼l Romeva , Josep Rull and Jordi Turull ) as she considered them a flight risk .",judge,she,41,6,-1,wikipedia,16,35,1
146,98729,Male,1,"The author of the book is Jeff Goldberg , a sportswriter for the "" Hartford Courant "" covering the UConn women 's team from 2001 to 2006 , although on the night of the game featured in the book , he was acting as a freelance reporter for "" The Chicago Tribune "" .",author,he,40,1,-1,wikipedia,16,39,1
